0	0	555840.44
0	1000000	135941.86
1000000	1000000	512353.34
0	2000000	61715.23
1000000	2000000	176190.67
2000000	2000000	434708.44
0	3000000	34892.37
1000000	3000000	28969.664
2000000	3000000	92128.12
3000000	3000000	444719.75
0	4000000	19761.486
1000000	4000000	10829.536
2000000	4000000	24363.469
3000000	4000000	86213.51
4000000	4000000	430403.34
0	5000000	15161.076
1000000	5000000	8936.309
2000000	5000000	17040.932
3000000	5000000	42299.34
4000000	5000000	135573.64
5000000	5000000	430823.47
0	6000000	12203.923
1000000	6000000	9544.969
2000000	6000000	14578.165
3000000	6000000	27803.072
4000000	6000000	53469.707
5000000	6000000	105629.76
6000000	6000000	440970.97
0	7000000	8864.472
1000000	7000000	9051.899
2000000	7000000	13411.795
3000000	7000000	25224.893
4000000	7000000	38396.812
5000000	7000000	65155.56
6000000	7000000	151605.72
7000000	7000000	411048.62
0	8000000	7749.916
1000000	8000000	5269.493
2000000	8000000	10195.38
3000000	8000000	20420.613
4000000	8000000	33421.875
5000000	8000000	36051.844
6000000	8000000	38991.375
7000000	8000000	80334.15
8000000	8000000	391083.97
0	9000000	8366.066
1000000	9000000	6935.343
2000000	9000000	10422.271
3000000	9000000	14834.84
4000000	9000000	15748.525
5000000	9000000	16020.248
6000000	9000000	17966.555
7000000	9000000	28006.314
8000000	9000000	102240.625
9000000	9000000	401063.0
0	10000000	4854.747
1000000	10000000	4554.0234
2000000	10000000	6804.748
3000000	10000000	9713.817
4000000	10000000	9555.6
5000000	10000000	9465.27
6000000	10000000	10675.622
7000000	10000000	15933.54
8000000	10000000	34497.17
9000000	10000000	95207.71
10000000	10000000	398539.97
0	11000000	4603.71
1000000	11000000	5293.8887
2000000	11000000	5971.222
3000000	11000000	6567.577
4000000	11000000	5503.5894
5000000	11000000	5737.0356
6000000	11000000	7553.3154
7000000	11000000	10357.292
8000000	11000000	13536.239
9000000	11000000	25355.078
10000000	11000000	83903.67
11000000	11000000	443032.38
0	12000000	3886.0735
1000000	12000000	4160.8115
2000000	12000000	4860.474
3000000	12000000	5605.9023
4000000	12000000	4572.6714
5000000	12000000	4628.185
6000000	12000000	5732.627
7000000	12000000	7668.551
8000000	12000000	10429.99
9000000	12000000	16266.838
10000000	12000000	35393.94
11000000	12000000	107776.6
12000000	12000000	402369.8
0	13000000	3889.35
1000000	13000000	5837.381
2000000	13000000	4993.2676
3000000	13000000	4275.993
4000000	13000000	2607.2173
5000000	13000000	2932.8557
6000000	13000000	4724.5024
7000000	13000000	6344.8022
8000000	13000000	5527.5527
9000000	13000000	10456.222
10000000	13000000	14635.437
11000000	13000000	35499.734
12000000	13000000	119884.99
13000000	13000000	480106.25
0	14000000	3252.8242
1000000	14000000	2654.414
2000000	14000000	3900.32
3000000	14000000	5414.102
4000000	14000000	5303.4155
5000000	14000000	4916.97
6000000	14000000	4938.942
7000000	14000000	6193.1646
8000000	14000000	9292.952
9000000	14000000	10882.665
10000000	14000000	17523.377
11000000	14000000	20939.613
12000000	14000000	40269.71
13000000	14000000	87180.8
14000000	14000000	400882.1
0	15000000	3109.1934
1000000	15000000	3604.7388
2000000	15000000	4265.803
3000000	15000000	4691.907
4000000	15000000	3483.3784
5000000	15000000	3474.1626
6000000	15000000	4131.4966
