0	0	689123.25
0	1000000	152610.73
1000000	1000000	554543.9
0	2000000	48050.637
1000000	2000000	157070.45
2000000	2000000	572850.1
0	3000000	26874.541
1000000	3000000	43854.76
2000000	3000000	88484.14
3000000	3000000	535597.06
0	4000000	17851.4
1000000	4000000	26821.818
2000000	4000000	50471.105
3000000	4000000	252642.97
4000000	4000000	539356.2
0	5000000	18164.85
1000000	5000000	22937.566
2000000	5000000	28083.541
3000000	5000000	50245.1
4000000	5000000	94712.33
5000000	5000000	579027.7
0	6000000	12733.666
1000000	6000000	14012.072
2000000	6000000	12721.437
3000000	6000000	22184.71
4000000	6000000	23699.1
5000000	6000000	128611.6
6000000	6000000	595610.0
0	7000000	10549.708
1000000	7000000	11518.731
2000000	7000000	10902.425
3000000	7000000	15595.781
4000000	7000000	15960.992
5000000	7000000	35443.97
6000000	7000000	132130.1
7000000	7000000	536052.6
0	8000000	8337.691
1000000	8000000	10788.222
2000000	8000000	16231.374
3000000	8000000	12234.804
4000000	8000000	17110.484
5000000	8000000	21610.615
6000000	8000000	33978.918
7000000	8000000	125260.85
8000000	8000000	559853.2
0	9000000	6697.1885
1000000	9000000	8551.9375
2000000	9000000	15633.684
3000000	9000000	9583.368
4000000	9000000	15134.192
5000000	9000000	15813.831
6000000	9000000	23594.719
7000000	9000000	67582.086
8000000	9000000	143513.14
9000000	9000000	508332.75
0	10000000	6932.8037
1000000	10000000	9004.589
2000000	10000000	15239.761
3000000	10000000	9381.83
4000000	10000000	13682.714
5000000	10000000	14178.331
6000000	10000000	16294.413
7000000	10000000	27889.195
8000000	10000000	51639.53
9000000	10000000	167381.08
10000000	10000000	542813.4
0	11000000	8183.7427
1000000	11000000	8622.171
2000000	11000000	6716.267
3000000	11000000	11285.801
4000000	11000000	9567.528
5000000	11000000	17751.014
6000000	11000000	24543.814
7000000	11000000	37360.336
8000000	11000000	27844.67
9000000	11000000	47631.785
10000000	11000000	114724.97
11000000	11000000	562792.9
0	12000000	8417.413
1000000	12000000	6949.095
2000000	12000000	4688.9243
3000000	12000000	7552.933
4000000	12000000	6084.1357
5000000	12000000	12624.212
6000000	12000000	16386.953
7000000	12000000	17500.756
8000000	12000000	9772.431
9000000	12000000	9325.026
10000000	12000000	14540.706
11000000	12000000	103290.04
12000000	12000000	684997.8
0	13000000	9119.725
1000000	13000000	7656.1597
2000000	13000000	5960.5923
3000000	13000000	7644.7534
4000000	13000000	7008.1914
5000000	13000000	10910.6
6000000	13000000	14204.162
7000000	13000000	14310.538
8000000	13000000	10039.986
9000000	13000000	9584.185
10000000	13000000	13864.868
11000000	13000000	37690.055
12000000	13000000	116851.87
13000000	13000000	558612.4
0	14000000	7878.8486
1000000	14000000	7217.4736
2000000	14000000	5868.1763
3000000	14000000	7281.0425
4000000	14000000	6737.799
5000000	14000000	10019.6455
6000000	14000000	12552.703
7000000	14000000	11653.499
8000000	14000000	8401.164
9000000	14000000	7284.337
10000000	14000000	10243.248
11000000	14000000	20352.473
12000000	14000000	31490.047
13000000	14000000	169650.83
14000000	14000000	600621.06
0	15000000	8693.234
1000000	15000000	9222.082
2000000	15000000	9869.235
3000000	15000000	8588.362
4000000	15000000	9555.631
5000000	15000000	10846.318
6000000	15000000	11393.34
7000000	15000000	13086.193
8000000	15000000	14126.324
9000000	15000000	14597.13
10000000	15000000	17486.768
11000000	15000000	18398.527
12000000	15000000	18498.697
13000000	15000000	41387.418
14000000	15000000	108572.41
15000000	15000000	497589.03
0	16000000	6341.5815
1000000	16000000	7161.5205
2000000	16000000	8757.231
3000000	16000000	6826.606
4000000	16000000	7627.2334
5000000	16000000	8748.248
6000000	16000000	7804.8877
7000000	16000000	9677.594
8000000	16000000	12052.797
9000000	16000000	13728.168
10000000	16000000	15422.5205
11000000	16000000	12087.521
12000000	16000000	9431.033
13000000	16000000	14299.36
14000000	16000000	18689.564
15000000	16000000	110150.875
16000000	16000000	541947.4
0	17000000	5798.935
1000000	17000000	6663.019
2000000	17000000	7154.6367
3000000	17000000	6601.035
4000000	17000000	6826.0156
5000000	17000000	8027.5376
6000000	17000000	8011.745
7000000	17000000	9438.236
8000000	17000000	10308.438
9000000	17000000	10471.2705
10000000	17000000	11842.684
11000000	17000000	12084.872
12000000	17000000	8838.404
13000000	17000000	12495.534
14000000	17000000	15480.43
15000000	17000000	50328.492
16000000	17000000	150764.81
17000000	17000000	561735.3
0	18000000	5664.846
1000000	18000000	6374.349
2000000	18000000	6843.1313
3000000	18000000	6146.596
4000000	18000000	6170.936
5000000	18000000	7528.809
6000000	18000000	7418.0293
7000000	18000000	8495.867
8000000	18000000	9306.902
9000000	18000000	9679.682
10000000	18000000	10409.015
11000000	18000000	10215.188
12000000	18000000	7326.6
13000000	18000000	9073.77
14000000	18000000	10928.972
15000000	18000000	24557.55
16000000	18000000	40929.895
17000000	18000000	103069.18
18000000	18000000	565099.44
0	19000000	4164.0386
1000000	19000000	5188.941
2000000	19000000	9534.897
3000000	19000000	4378.3364
4000000	19000000	6153.4824
5000000	19000000	5520.6763
6000000	19000000	3812.186
7000000	19000000	4781.0576
8000000	19000000	10057.494
9000000	19000000	13744.864
10000000	19000000	13758.621
11000000	19000000	4137.431
12000000	19000000	2979.622
13000000	19000000	4329.0137
14000000	19000000	4864.5127
15000000	19000000	15634.461
16000000	19000000	25580.32
17000000	19000000	29916.525
18000000	19000000	98415.34
19000000	19000000	555970.56
0	20000000	4323.2524
1000000	20000000	5273.3364
2000000	20000000	7988.6226
3000000	20000000	4755.1304
4000000	20000000	5465.2266
5000000	20000000	5587.024
6000000	20000000	4491.672
7000000	20000000	5371.8447
8000000	20000000	8357.6455
9000000	20000000	10085.846
10000000	20000000	10182.452
11000000	20000000	5398.073
12000000	20000000	3572.7263
13000000	20000000	4399.442
14000000	20000000	5361.719
15000000	20000000	12140.301
16000000	20000000	18518.287
17000000	20000000	20690.959
18000000	20000000	51252.367
19000000	20000000	153088.83
20000000	20000000	576439.4
0	21000000	5170.9585
1000000	21000000	5367.787
2000000	21000000	5908.3784
3000000	21000000	5242.1997
4000000	21000000	5080.9863
5000000	21000000	6196.1665
6000000	21000000	5360.4834
7000000	21000000	6203.0386
8000000	21000000	7239.793
9000000	21000000	6935.819
10000000	21000000	7541.606
11000000	21000000	6851.0537
12000000	21000000	5302.621
13000000	21000000	6096.162
14000000	21000000	6738.9307
15000000	21000000	12621.297
16000000	21000000	15382.412
17000000	21000000	19926.086
18000000	21000000	38565.473
19000000	21000000	58601.48
20000000	21000000	93373.89
21000000	21000000	496793.7
0	22000000	4649.8047
1000000	22000000	4445.714
2000000	22000000	3566.9763
3000000	22000000	5055.1514
4000000	22000000	4058.6775
5000000	22000000	6280.286
6000000	22000000	6053.8804
7000000	22000000	6182.032
8000000	22000000	4778.1357
9000000	22000000	4125.4707
10000000	22000000	4377.478
11000000	22000000	7614.9434
12000000	22000000	6695.7485
13000000	22000000	6870.167
14000000	22000000	7569.3423
15000000	22000000	9939.07
16000000	22000000	10491.119
17000000	22000000	14104.144
18000000	22000000	21584.775
19000000	22000000	16872.998
20000000	22000000	28207.006
21000000	22000000	161276.66
22000000	22000000	534212.94
0	23000000	4890.1523
1000000	23000000	5236.8433
2000000	23000000	5928.505
3000000	23000000	5170.8228
4000000	23000000	5643.81
5000000	23000000	6110.556
6000000	23000000	5360.4727
7000000	23000000	6141.2188
8000000	23000000	7198.1655
9000000	23000000	7088.461
10000000	23000000	7411.268
11000000	23000000	6473.598
12000000	23000000	4720.2095
13000000	23000000	5880.6074
14000000	23000000	6308.273
15000000	23000000	11505.152
16000000	23000000	12098.377
17000000	23000000	13905.068
18000000	23000000	19135.227
19000000	23000000	21926.318
20000000	23000000	27702.568
21000000	23000000	70988.42
22000000	23000000	181542.1
23000000	23000000	480518.66
0	24000000	5016.1875
1000000	24000000	6046.9634
2000000	24000000	6999.541
3000000	24000000	5539.894
4000000	24000000	5790.8916
5000000	24000000	6469.569
6000000	24000000	5404.4414
7000000	24000000	6473.64
8000000	24000000	8097.949
9000000	24000000	8040.802
10000000	24000000	8512.307
11000000	24000000	7057.4604
12000000	24000000	4725.596
13000000	24000000	5492.633
14000000	24000000	5977.043
15000000	24000000	10800.622
16000000	24000000	11701.699
17000000	24000000	12090.374
18000000	24000000	15491.09
19000000	24000000	19361.42
20000000	24000000	21710.508
21000000	24000000	29167.982
22000000	24000000	30492.908
23000000	24000000	108519.47
24000000	24000000	524213.5
0	25000000	5089.345
1000000	25000000	5831.413
2000000	25000000	7410.197
3000000	25000000	5552.8643
4000000	25000000	6284.384
5000000	25000000	6541.9087
6000000	25000000	5716.841
7000000	25000000	6654.7393
8000000	25000000	8517.369
9000000	25000000	8954.583
